iter	RMSE
0	0.1368888365
1	0.1319393297
2	0.1273014838
3	0.1229626816
4	0.1189131655
5	0.1151219944
6	0.1112295201
7	0.1073097101
8	0.1036475496
9	0.1001940404
10	0.097004558
11	0.09398904499
12	0.091203749
13	0.08856443519
14	0.0861449156
15	0.0838674243
16	0.08179192308
17	0.07981508662
18	0.07797044601
19	0.07628166566
20	0.07472923853
21	0.0732628923
22	0.0718681384
23	0.07062317277
24	0.06945340693
25	0.06837280547
26	0.06694374122
27	0.06551916563
28	0.06420968194
29	0.06306221701
30	0.0619215466
31	0.06089706674
32	0.05992333133
33	0.05904030018
34	0.05824832855
35	0.05754289428
36	0.05688901026
37	0.05622655046
38	0.05562547854
39	0.05506550122
40	0.05454692049
41	0.0540893125
42	0.05366843762
43	0.05323522531
44	0.05284952645
45	0.05252675609
46	0.05218733275
47	0.05189059236
48	0.0515950603
49	0.05131082948
50	0.05096035176
51	0.05063696265
52	0.05033040878
53	0.05006647026
54	0.04981530831
55	0.04958587327
56	0.04939217578
57	0.04920517652
58	0.04903612296
59	0.04884383669
60	0.0487245302
61	0.0485722586
62	0.04841415418
63	0.04826491534
64	0.04816552997
65	0.04802381263
66	0.0479019491
67	0.04780752842
68	0.04768152731
69	0.04757189942
70	0.04749490481
71	0.04740114227
72	0.04729291964
73	0.04723031228
74	0.04715658199
75	0.04706069194
76	0.04697184015
77	0.04691352855
78	0.04687290167
79	0.0468014704
80	0.04672987075
81	0.04665927142
82	0.04660619579
83	0.04655077855
84	0.04649688885
85	0.04644086003
86	0.04638975408
87	0.04631614952
88	0.04625824585
89	0.04622798559
90	0.04617958176
91	0.04614247071
92	0.04614246313
93	0.04602626434
94	0.0459672457
95	0.04592193789
96	0.04587270391
97	0.04581838075
98	0.04576686686
99	0.04572855302
100	0.04565819837
101	0.0456581363
102	0.04565783074
103	0.04561583047
104	0.04557983656
105	0.04554750461
106	0.04554717007
107	0.04551644073
108	0.04550046425
109	0.04545507328
110	0.04540996362
111	0.04534784781
112	0.04533085853
113	0.04527113282
114	0.04526786248
115	0.04520818433
116	0.045162719
117	0.04508015336
118	0.04505058668
119	0.04503708254
120	0.04494602811
121	0.04489854479
122	0.04485711663
123	0.04484597256
124	0.04478951238
125	0.04476581995
126	0.04472811236
127	0.04469225223
128	0.04466374046
129	0.04460298385
130	0.04455500738
131	0.04455500444
132	0.04452349504
133	0.04450556834
134	0.04448533424
135	0.04447051237
136	0.04444977913
137	0.04444966717
138	0.04441246477
139	0.04438491349
140	0.04438469938
141	0.0443746402
142	0.04433040454
143	0.04431647759
144	0.04431634455
145	0.04430165507
146	0.04426572944
147	0.04425679598
148	0.0442122371
149	0.04418052302
150	0.04413576025
151	0.04411754508
152	0.04410881902
153	0.04407009492
154	0.04404954731
155	0.04402191124
156	0.0439403328
157	0.04391547159
158	0.04391055842
159	0.04385524494
160	0.04382547312
161	0.04380950086
162	0.0437897329
163	0.04377931475
164	0.04372989681
165	0.04370578929
166	0.04370566864
167	0.04370564647
168	0.04366730331
169	0.04364202509
170	0.04358636538
171	0.04357015193
172	0.04355255052
173	0.04351857865
174	0.04348043073
175	0.04345284019
176	0.04343046633
177	0.04341218546
178	0.04339130506
179	0.04337835703
180	0.04331358952
181	0.04326993406
182	0.04324970791
183	0.04321138486
184	0.04315482058
185	0.04313711921
186	0.04312291961
187	0.04311279702
188	0.04309930852
189	0.04306812602
190	0.0430620173
191	0.04305015256
192	0.0430255738
193	0.04302557284
194	0.04300532337
195	0.04300219822
196	0.04298145944
197	0.04295912682
198	0.04293501838
199	0.04290713061
200	0.0428835485
201	0.04284976292
202	0.0428217162
203	0.04280279144
204	0.04279763568
205	0.04277062464
206	0.04272835729
207	0.04270855691
208	0.04268810047
209	0.04261321459
210	0.0425897931
211	0.04255567298
212	0.04253395728
213	0.04252241437
214	0.04249676669
215	0.04246609536
216	0.04244916437
217	0.04241572999
218	0.04240372241
219	0.04238901364
220	0.04236452833
221	0.04234255065
222	0.04233304022
223	0.04233267514
224	0.04231635688
225	0.04226839628
226	0.0422455685
227	0.04221671245
228	0.04220757483
229	0.04218105865
230	0.04215667204
231	0.04213814944
232	0.04213814789
233	0.0421119243
234	0.04209007425
235	0.04207027336
236	0.04204776265
237	0.04203187252
238	0.04201297863
239	0.04199400491
240	0.04197481999
241	0.04195228339
242	0.04193748738
243	0.04191837059
244	0.04189006218
245	0.04187454113
246	0.04186389201
247	0.04185150468
248	0.04182804896
249	0.04181718312
250	0.04180486959
251	0.04178374826
252	0.04176240566
253	0.04174574217
254	0.04172836112
255	0.04170032325
256	0.04169522717
257	0.04168231193
258	0.04166766744
259	0.04165748508
260	0.04163120923
261	0.04161741923
262	0.04160016904
263	0.0415864826
264	0.04157865921
265	0.04156552038
266	0.04155466326
267	0.0415432766
268	0.04153399879
269	0.04152792436
270	0.04151766202
271	0.04150654301
272	0.04149238937
273	0.04147948042
274	0.0414500421
275	0.04143451567
276	0.04143045251
277	0.04142606315
278	0.04141590113
279	0.04139696122
280	0.0413854247
281	0.041377146
282	0.04136046559
283	0.04135077319
284	0.0413025927
285	0.04129208878
286	0.04126646088
287	0.04125832302
288	0.04123959325
289	0.0412070342
290	0.04119162046
291	0.04118746952
292	0.04118050911
293	0.04115881665
294	0.04114685607
295	0.04111930854
296	0.04111169891
297	0.04107503642
298	0.04106824111
299	0.04105575787
300	0.04104537887
301	0.04103611709
302	0.04102263567
303	0.04101650431
304	0.04100179472
305	0.04098363066
306	0.04097229775
307	0.04093933649
308	0.04092015845
309	0.04090981226
310	0.04089422919
311	0.04087592021
312	0.04085813881
313	0.04085195662
314	0.04084147392
315	0.04082627873
316	0.04081846986
317	0.04080685446
318	0.04077376094
319	0.04076103398
320	0.04075535986
321	0.04074616208
322	0.04072653394
323	0.04071011051
324	0.0407041251
325	0.04069678913
326	0.04067596612
327	0.04066195666
328	0.04063229154
329	0.04062608827
330	0.04062100789
331	0.04061195294
332	0.04060183661
333	0.04059541902
334	0.04058539621
335	0.04058203869
336	0.04057561103
337	0.040567325
338	0.04056139377
339	0.04055470923
340	0.04054607976
341	0.0404922664
342	0.04046339134
343	0.04044180432
344	0.04043316656
345	0.0404241074
346	0.04041705524
347	0.0404093995
348	0.04040241583
349	0.04038108815
350	0.04036171974
351	0.04034200086
352	0.04032446934
353	0.04030743883
354	0.04028239128
355	0.04027820564
356	0.04025158579
357	0.04021852524
358	0.04019869481
359	0.04019459965
360	0.04018694515
361	0.04017222459
362	0.04015005607
363	0.0401349039
364	0.04012320227
365	0.04011521999
366	0.04010291602
367	0.04009413257
368	0.0400846627
369	0.04006694799
370	0.04005662382
371	0.0400453055
372	0.04003105957
373	0.0400007401
374	0.03999391895
375	0.03998552379
376	0.03997428536
377	0.03996421412
378	0.0399548558
379	0.03993906511
380	0.03992943432
381	0.03992146385
382	0.03991342106
383	0.0399087099
384	0.03989732302
385	0.03986506958
386	0.03985463408
387	0.03982550776
388	0.0398159468
389	0.0398113826
390	0.03979971021
391	0.03976934531
392	0.03976084663
393	0.03975571008
394	0.03975108139
395	0.03974133251
396	0.03973767684
397	0.03972949722
398	0.03972008965
399	0.03970960785
400	0.03970429583
401	0.03969218592
402	0.03967415387
403	0.03966993517
404	0.03964897208
405	0.03963941941
406	0.03963429104
407	0.03962504925
408	0.03961544654
409	0.03960870169
410	0.03960074524
411	0.03959939517
412	0.03959138717
413	0.03958984056
414	0.03957765462
415	0.0395570601
416	0.03955042674
417	0.03954085001
418	0.03953454856
419	0.03952794871
420	0.03952187603
421	0.03951393013
422	0.03948402586
423	0.0394761057
