iter	RMSE
424	0.03946384273
425	0.03945147028
426	0.03943077152
427	0.03942511953
428	0.03941857554
429	0.03941127047
430	0.03940566533
431	0.03939804962
432	0.0393947577
433	0.03937388962
434	0.0393433606
435	0.03934050064
436	0.0393213177
437	0.03930835356
438	0.03929454918
439	0.0392880305
440	0.0392752091
441	0.03926943275
442	0.03925900692
443	0.03925622572
444	0.03924417856
445	0.03923832433
446	0.03923162318
447	0.03922683989
448	0.03921462364
449	0.03921091751
450	0.03919819974
451	0.03918717756
452	0.03918377482
453	0.03916936564
454	0.03916417864
455	0.0391520078
456	0.03914686357
457	0.03913951701
458	0.0391357653
459	0.03912274769
460	0.03911510032
461	0.0391004365
462	0.03908500069
463	0.03906470447
464	0.03906015701
465	0.03905215741
466	0.03903001573
467	0.03902774559
468	0.03902419509
469	0.03901409464
470	0.03900754928
471	0.03899722814
472	0.03898775962
473	0.03898170074
474	0.03897294356
475	0.03896933721
476	0.0389668236
477	0.03895370732
478	0.03894842129
479	0.03894734679
480	0.03894151638
481	0.03893471698
482	0.03893471553
483	0.03893304022
484	0.03892675439
485	0.03891873838
486	0.03890985998
487	0.03890595129
488	0.03890089681
489	0.03889450237
490	0.03888963306
491	0.03888268942
492	0.03887129423
493	0.03886146164
494	0.03884930881
495	0.03883563082
496	0.03883012746
497	0.03880872646
498	0.03880208488
499	0.03879685191
